network_name,feature,lr,test_mse_loss,test_mae,test_mape,val_loss,val_mae,val_mape
CNN,flair_processed_data_score,8.476923076923077e-05,405226.69576033467,512.9467384318766,0.028236228057726423,824941.499601403,672.3330408213089,0.015616636048546252
GRU,flair_processed_data_score,5.176923076923076e-05,546926.4657382622,610.292534443284,0.03421708881250639,390056.8894292092,467.299424151985,0.011218324199090806
LSTM,flair_processed_data_score,0.0007461538461538,573639.112846046,679.5325679828085,0.037047487314521746,273731.285674426,374.3703043412189,0.008848847716818658
RNN,flair_processed_data_score,8.615384615384615e-06,1156659.9079496437,901.0006702883998,0.05015132661585019,551068.6532206633,572.5480022819675,0.014058415131757453
LSTM_GRU,flair_processed_data_score,2.1307692307692308e-05,509179.57301891,552.1927543581298,0.03177751315093084,128792.45612444196,243.1299829288405,0.00603972504400097
RNN_GRU,flair_processed_data_score,8.223076923076923e-05,3358163.702388734,1600.9469970075513,0.08901281102913149,645500.8864795918,610.276457183215,0.015044326048192322
CNN,textblob_processed_data_polarity_score,0.0001,502709.37995714025,572.474925690874,0.031604380991257244,944383.9080038265,722.0730403977998,0.016847090681596677
GRU,textblob_processed_data_polarity_score,5.430769230769231e-05,625017.3749368172,654.2330243814267,0.036602790830287384,355664.28212691325,443.3876725800183,0.010750681427972657
LSTM,textblob_processed_data_polarity_score,6.0769230769230765e-05,294859.9345684493,444.53403659222363,0.024755396915852754,369264.6461654974,446.2978595032984,0.01052654004769818
RNN,textblob_processed_data_polarity_score,1.1153846153846154e-05,1623561.889800344,1068.8950107446979,0.05945939440247092,591285.498565051,590.1206017319037,0.014561997565003683
LSTM_GRU,textblob_processed_data_polarity_score,1.3692307692307692e-05,477970.0800915598,513.7672517673521,0.029968757153432387,136304.38261320154,248.02618322567065,0.006051386457069644
RNN_GRU,textblob_processed_data_polarity_score,8.73076923076923e-05,3687077.3361529275,1701.2583346722365,0.09403808496617574,695584.307557398,643.0017407475685,0.015933734288781275
CNN,textblob_processed_data_subjectivity_score,7.461538461538462e-05,418437.93681523734,506.8265660146208,0.02753205311169239,786388.6559311225,666.7915907879265,0.015797675368661175
GRU,textblob_processed_data_subjectivity_score,6.446153846153846e-05,939323.0886390705,791.1037265022494,0.04499540751563837,328116.604033801,425.74543341811824,0.010304338982974996
LSTM,textblob_processed_data_subjectivity_score,0.0002130769230769,272802.39475161495,421.23107376687017,0.022926663248152714,355663.7955197704,444.1805539812361,0.0106580321705539
RNN,textblob_processed_data_subjectivity_score,8.615384615384615e-06,1280446.8616635634,954.2955419545309,0.053163798335601906,522060.9108737245,555.0605045240752,0.013670799731067856
LSTM_GRU,textblob_processed_data_subjectivity_score,2.384615384615385e-05,581548.4349541309,578.435230559126,0.03357399208770681,132249.14348493304,245.60415618273677,0.00606037067173391
RNN_GRU,textblob_processed_data_subjectivity_score,8.984615384615384e-05,3805696.9554634583,1719.8356011005785,0.09538214089340533,615386.9783163265,606.8002742845185,0.015047241068844284
CNN,vader_processed_data_score,8.223076923076923e-05,288942.67210023873,429.6875464432037,0.02312543440313633,899034.8148915817,710.3646592120735,0.01665868782153239
GRU,vader_processed_data_score,6.192307692307693e-05,459173.79994486045,555.9313682418863,0.03067761716131331,382821.49067283166,460.3054862508968,0.011075102225212114
LSTM,vader_processed_data_score,6.0769230769230765e-05,741944.7917726316,705.0426700072301,0.03962024418761923,359372.42283163266,443.4818551199777,0.010655343784399482
RNN,vader_processed_data_score,6.076923076923077e-06,1287758.9859297539,937.6192184487468,0.0520296898820138,544420.7206632653,567.2974934480628,0.013969860885444343
LSTM_GRU,vader_processed_data_score,1.3692307692307692e-05,454726.64918151795,518.3986835234576,0.029814781563264944,137629.0005580357,250.56094640615035,0.0061610289160352275
RNN_GRU,vader_processed_data_score,8.984615384615384e-05,3513376.852351093,1654.1831719955012,0.09160112063424389,634775.1367984693,611.8900666528818,0.015174821560860289
CNN,bert_processed_data_sentiment_score,2.8923076923076925e-05,589106.4292400968,607.0005673602185,0.03308746830621168,740356.5505420918,657.6686158472178,0.015743953346902012
GRU,bert_processed_data_sentiment_score,6.446153846153846e-05,543871.83211357,610.5466239556555,0.034299504112949596,344277.1490752551,438.11203080780655,0.010467225975566069
LSTM,bert_processed_data_sentiment_score,0.001,724299.2747762381,716.2588970115681,0.04013201628499222,250906.47233737246,356.5253713179608,0.008639906285976877
RNN,bert_processed_data_sentiment_score,6.076923076923077e-06,1284654.3948698754,945.4889515383998,0.05281913661273086,573178.814572704,577.9267593695193,0.01404407652741184
LSTM_GRU,bert_processed_data_sentiment_score,8.615384615384615e-06,334982.2898542605,431.3632034262532,0.025045586440279946,132059.79298867984,243.5611348054847,0.005949510316060362
RNN_GRU,bert_processed_data_sentiment_score,8.984615384615384e-05,3545506.080262981,1663.2493322220437,0.09185000358432854,599783.7445790817,594.7131335200096,0.014743969804246207
CNN,roberta_processed_data_sentiment_score,7.715384615384615e-05,408199.6088623645,513.4400556314267,0.027684687066015762,886803.5699936225,713.7285953443877,0.016815308519468015
GRU,roberta_processed_data_sentiment_score,7.207692307692308e-05,592276.9334169108,642.44553843991,0.035802455322087146,358962.58832908166,449.25021564717196,0.010804434772580862
LSTM,roberta_processed_data_sentiment_score,0.0007207692307692,412395.9139011108,571.5132250160668,0.03108188879810385,246579.31951530612,354.9874290154905,0.008366478293449903
RNN,roberta_processed_data_sentiment_score,2.384615384615385e-05,1403100.9587719925,991.50608531491,0.05511245912758851,538796.4955357143,560.6309278838488,0.01384182827433153
LSTM_GRU,roberta_processed_data_sentiment_score,1.3692307692307692e-05,354296.46098810603,449.8519491082905,0.026013156798695924,129493.89145208865,243.4074386285276,0.005948469729390831
RNN_GRU,roberta_processed_data_sentiment_score,8.73076923076923e-05,3250610.0635339106,1578.0270374758998,0.08773187704155087,656426.4526466837,624.5534481126435,0.015427229669401231
